0开课系,1课程号,2课程名,3课序号,4学分,5考试类型,6教师,7周次,8星期,9节次,10校区,11教学楼,12教室,课容量,课余量
计算机与信息技术学院,80L351Q,Web开发技术,01,2.0,考试,孙永奇* ,9-16周,4,4,主校区,逸夫教学楼,YF东701,35,-5
计算机与信息技术学院,80L354Q,网络与信息安全,01,2.0,考试,朱卫东* ,1-8周,3,4,主校区,逸夫教学楼,YF307,50,16
计算机与信息技术学院,80L354Q,网络与信息安全,01,2.0,考试,朱卫东* ,1-8周,5,4,主校区,逸夫教学楼,YF312,50,16
计算机与信息技术学院,80L355Q,网络协议工程,01,2.0,考试,常晓林* ,1-8周,1,5,主校区,逸夫教学楼,YF309,60,3
计算机与信息技术学院,80L355Q,网络协议工程,01,2.0,考试,常晓林* ,1-8周,3,5,主校区,逸夫教学楼,YF309,60,3
计算机与信息技术学院,80L357Q,高性能计算导论,01,2.0,考试,艾丽华* ,1-8周,5,5,主校区,逸夫教学楼,YF414,60,44
计算机与信息技术学院,80L357Q,高性能计算导论,01,2.0,考试,艾丽华* ,1-8周,2,5,主校区,逸夫教学楼,YF414,60,44
计算机与信息技术学院,80L402Q,医学信号处理,01,4.0,考试,赵守国* ,1-16周,1,1,主校区,思源楼,SY301,65,15
计算机与信息技术学院,80L402Q,医学信号处理,01,4.0,考试,赵守国* ,1-16周,5,1,主校区,思源楼,SY301,65,15
计算机与信息技术学院,80L409Q,生命科学概论,01,2.0,考试,郭丽华1* ,1-16周,3,5,东校区,东教一楼,DQ202,5,5
计算机与信息技术学院,80L410Q,医学信息系统,01,2.0,考试,范辉* ,9-16周,3,2,主校区,思源东楼,SD104,50,1
计算机与信息技术学院,80L410Q,医学信息系统,01,2.0,考试,范辉* ,9-16周,1,4,主校区,逸夫教学楼,YF410,50,1
计算机与信息技术学院,80L417Q,医学成像系统,01,2.0,考试,王坤* ,1-8周,5,4,主校区,思源西楼,SX504,60,11
计算机与信息技术学院,80L417Q,医学成像系统,01,2.0,考试,王坤* ,1-8周,3,4,主校区,思源西楼,SX504,60,11
计算机与信息技术学院,80L502Q,信息安全概论,01,2.0,考试,韩臻* ,1-16周,3,5,主校区,思源西楼,SX406,50,0
计算机与信息技术学院,80S149Q,生理与解剖实验,01,2.0,考试,郭丽华1* ,9-16周,2,1,主校区,机械楼,Z108,30,18
计算机与信息技术学院,80S149Q,生理与解剖实验,01,2.0,考试,郭丽华1* ,9-16周,5,4,主校区,机械楼,Z108,30,18
计算机与信息技术学院,80S149Q,生理与解剖实验,02,2.0,考试,王凌霄* ,9-16周,2,2,主校区,机械楼,Z108,33,1
计算机与信息技术学院,80S149Q,生理与解剖实验,02,2.0,考试,王凌霄* ,9-16周,5,5,主校区,机械楼,Z108,33,1
计算机与信息技术学院,80S201Q,信息技术综合实践,01,2.0,考试,侯亚欣* ,1-8周,1,6,主校区,逸夫教学楼,YF309,40,30
计算机与信息技术学院,80S201Q,信息技术综合实践,01,2.0,考试,侯亚欣* ,1-8周,4,6,主校区,逸夫教学楼,YF309,40,30
计算机与信息技术学院,80S313Q,专业研究方法论,01,2.0,考试,诸强* ,1-16周,3,1,主校区,思源西楼,SX404,50,15
计算机与信息技术学院,80S337Q,软件综合实践,01,2.0,考试,于中强* ,1-8周,1,2,主校区,思源楼,SY103,35,18
计算机与信息技术学院,80S337Q,软件综合实践,01,2.0,考试,于中强* ,1-8周,3,2,主校区,思源楼,SY103,35,18
计算机与信息技术学院,80S342Q,算法设计与分析,01,2.0,考试,李清勇* ,9-16周,4,5,主校区,机械楼,Z104,60,46
计算机与信息技术学院,80S342Q,算法设计与分析,01,2.0,考试,李清勇* ,9-16周,2,5,主校区,机械楼,Z104,60,46
计算机与信息技术学院,80S352Q,程序设计专题训练Ⅱ,02,1.5,考试,瞿有利* ,1周上,6,1,主校区,,不要教室,30,3
计算机与信息技术学院,80S352Q,程序设计专题训练Ⅱ,03,1.5,考试,黄华* ,1周上,6,1,主校区,,不要教室,30,3
计算机与信息技术学院,80S354Q,专业实践与训练,01,2.0,考试,路红英* ,1-16周,2,6,主校区,逸夫教学楼,YF301,30,15
计算机与信息技术学院,80S354Q,专业实践与训练,02,2.0,考试,戴钢* ,1-16周,2,6,主校区,逸夫教学楼,YF302,30,1
计算机与信息技术学院,80S354Q,专业实践与训练,03,2.0,考试,张婷* ,1-16周,2,6,主校区,逸夫教学楼,YF304,30,3
计算机与信息技术学院,80S402Q,专业综合实践,01,2.0,考试,王瑞平* ,1-8周,2,2,主校区,思源西楼,SX507,50,14
计算机与信息技术学院,80S402Q,专业综合实践,01,2.0,考试,王瑞平* ,1-8周,5,2,主校区,思源西楼,SX507,50,14
计算机与信息技术学院,80S405Q,医学信号处理实验,01,2.0,考试,赵守国* ,1周上,6,1,主校区,,不要教室,30,13
计算机与信息技术学院,80S405Q,医学信号处理实验,02,2.0,考试,黄惠芳* ,1周上,6,1,主校区,,不要教室,30,0
计算机与信息技术学院,80S416Q,医疗仪器认识实习,01,1.0,考试,王瑞平* ,1周上,6,1,主校区,,不要教室,60,16
计算机与信息技术学院,85L002T,计算机硬件技术基础,01,2.0,考试,朱卫东* ,1-16周,2,6,主校区,逸夫教学楼,YF207,80,17
计算机与信息技术学院,85L002T,计算机硬件技术基础,02,2.0,考试,周洪利* ,1-16周,4,6,主校区,逸夫教学楼,YF409,80,14
计算机与信息技术学院,85L002T,计算机硬件技术基础,03,2.0,考试,陈连坤* ,1-16周,1,5,主校区,逸夫教学楼,YF106,80,0
计算机与信息技术学院,85L004T,VB程序设计,01,2.0,考试,岑翼刚* ,1-16周,2,5,主校区,逸夫教学楼,YF406,90,9
计算机与信息技术学院,85L004T,VB程序设计,02,2.0,考试,张晋豫* ,1-16周,4,6,主校区,逸夫教学楼,YF307,90,0
计算机与信息技术学院,85L006T,Java语言程序设计(B),01,2.0,考试,张晋豫* ,1-16周,2,6,主校区,思源西楼,SX405,90,23
计算机与信息技术学院,85L008T,面向对象程序设计与C++,01,2.0,考试,王公仆* ,1-16周,1,5,主校区,逸夫教学楼,YF408,80,30
计算机与信息技术学院,85L011T,数据库应用基础(C),01,2.0,考试,张和平* ,1-16周,1,6,主校区,逸夫教学楼,YF409,60,9
计算机与信息技术学院,85L011T,数据库应用基础(C),02,2.0,考试,陈杰* ,1-16周,2,6,主校区,逸夫教学楼,YF603,60,12
计算机与信息技术学院,85L011T,数据库应用基础(C),03,2.0,考试,申萍* ,1-16周,4,6,主校区,逸夫教学楼,YF608,60,15
计算机与信息技术学院,85L012T,计算机网络基础,01,2.0,考试,王健* ,1-16周,1,5,主校区,逸夫教学楼,YF606,90,27
计算机与信息技术学院,85L013T,数据结构(C),01,2.0,考试,董岚* ,1-16周,2,6,主校区,逸夫教学楼,YF409,90,59
计算机与信息技术学院,85L014T,单片机原理与应用,01,2.0,考试,陈连坤* ,1-16周,1,6,主校区,逸夫教学楼,YF301,40,10
计算机与信息技术学院,85L018T,计算机安全技术,01,2.0,考试,李晓勇* ,1-16周,2,6,主校区,逸夫教学楼,YF414,90,0
计算机与信息技术学院,85L022T,Linux操作系统基础,01,2.0,考试,杨武杰* ,1-16周,4,6,主校区,逸夫教学楼,YF514,60,0
计算机与信息技术学院,85L022T,Linux操作系统基础,02,2.0,考试,常宏达* ,1-16周,2,6,主校区,逸夫教学楼,YF401,60,0
计算机与信息技术学院,85L023T,计算机网络与攻防技术,01,2.0,考试,杜晔* ,1-16周,2,5,主校区,逸夫教学楼,YF505,90,1
计算机与信息技术学院,85L066T,计算机组织与结构,01,2.0,考试,艾丽华* ,1-16周,4,5,主校区,逸夫教学楼,YF307,90,6
计算机与信息技术学院,85L068T,C语言程序设计,01,3.0,考试,鲍志斌* ,"1,3,5,7,9,11,13,15周",4,5,主校区,逸夫教学楼,YF415,70,0
计算机与信息技术学院,85L068T,C语言程序设计,01,3.0,考试,鲍志斌* ,1-16周,1,5,主校区,逸夫教学楼,YF415,70,0
计算机与信息技术学院,85L068T,C语言程序设计,02,3.0,考试,黄宇* ,"1,3,5,7,9,11,13,15周",5,5,主校区,逸夫教学楼,YF207,70,3
计算机与信息技术学院,85L068T,C语言程序设计,02,3.0,考试,黄宇* ,1-16周,2,5,主校区,逸夫教学楼,YF207,70,3
计算机与信息技术学院,85L068T,C语言程序设计,03,3.0,考试,靳小燕* ,1-16周,1,6,主校区,逸夫教学楼,YF308,70,20
计算机与信息技术学院,85L068T,C语言程序设计,03,3.0,考试,靳小燕* ,"1,3,5,7,9,11,13,15周",4,6,主校区,逸夫教学楼,YF415,70,20
计算机与信息技术学院,85L068T,C语言程序设计,04,3.0,考试,李会霞* ,"1,3,5,7,9,11,13,15周",4,6,主校区,逸夫教学楼,YF512,70,41
计算机与信息技术学院,85L068T,C语言程序设计,04,3.0,考试,李会霞* ,1-16周,2,6,主校区,逸夫教学楼,YF512,70,41
计算机与信息技术学院,85L073T,大学计算机基础,01,1.0,考试,胡绍海* ,1-8周,1,4,东校区,东教一楼,DQ103,5,5
计算机与信息技术学院,85L073T,大学计算机基础,01,1.0,考试,胡绍海* ,1-8周,3,5,东校区,东教一楼,DQ103,5,5
计算机与信息技术学院,85L073T,大学计算机基础,02,1.0,考试,白慧慧* ,1-8周,3,4,东校区,东教一楼,DQ104,5,5
计算机与信息技术学院,85L073T,大学计算机基础,02,1.0,考试,白慧慧* ,1-8周,5,4,东校区,东教一楼,DQ104,5,5
计算机与信息技术学院,85L073T,大学计算机基础,03,1.0,考试,常冬霞* ,9-16周,3,5,东校区,东教一楼,DQ104,5,5
计算机与信息技术学院,85L073T,大学计算机基础,03,1.0,考试,常冬霞* ,9-16周,1,4,东校区,东教一楼,DQ104,5,5
计算机与信息技术学院,85L073T,大学计算机基础,04,1.0,考试,张梅1* ,1-8周,1,4,东校区,东教一楼,DQ104,5,5
计算机与信息技术学院,85L073T,大学计算机基础,04,1.0,考试,张梅1* ,1-8周,3,5,东校区,东教一楼,DQ104,5,5
计算机与信息技术学院,85L073T,大学计算机基础,05,1.0,考试,张英俊* ,1-8周,1,4,东校区,东教一楼,DQ105,5,5
计算机与信息技术学院,85L073T,大学计算机基础,05,1.0,考试,张英俊* ,1-8周,3,5,东校区,东教一楼,DQ105,5,5
计算机与信息技术学院,85L073T,大学计算机基础,06,1.0,考试,金一* ,1-8周,1,4,东校区,东教一楼,DQ303,5,5
计算机与信息技术学院,85L073T,大学计算机基础,06,1.0,考试,金一* ,1-8周,3,5,东校区,东教一楼,DQ303,5,5
计算机与信息技术学院,85L073T,大学计算机基础,07,1.0,考试,李会霞* ,1-8周,1,4,东校区,东教一楼,DQ305,5,5
计算机与信息技术学院,85L073T,大学计算机基础,07,1.0,考试,李会霞* ,1-8周,3,5,东校区,东教一楼,DQ305,5,5
计算机与信息技术学院,85L073T,大学计算机基础,08,1.0,考试,魏慧琴* ,1-8周,1,4,东校区,东教一楼,DQ106,5,5
计算机与信息技术学院,85L073T,大学计算机基础,08,1.0,考试,魏慧琴* ,1-8周,3,5,东校区,东教一楼,DQ106,5,5
计算机与信息技术学院,85L073T,大学计算机基础,09,1.0,考试,李歆丽* ,9-16周,1,4,东校区,东教一楼,DQ306,5,5
计算机与信息技术学院,85L073T,大学计算机基础,09,1.0,考试,李歆丽* ,9-16周,3,5,东校区,东教一楼,DQ306,5,5
计算机与信息技术学院,85L073T,大学计算机基础,10,1.0,考试,刘美琴* ,9-16周,3,4,东校区,东教一楼,DQ105,5,5
计算机与信息技术学院,85L073T,大学计算机基础,10,1.0,考试,刘美琴* ,9-16周,5,4,东校区,东教一楼,DQ105,5,5
计算机与信息技术学院,85L073T,大学计算机基础,11,1.0,考试,张和平* ,1-8周,1,2,主校区,思源西楼,SX502,5,5
计算机与信息技术学院,85L073T,大学计算机基础,11,1.0,考试,张和平* ,1-8周,3,1,主校区,思源西楼,SX502,5,5
计算机与信息技术学院,85L073T,大学计算机基础,12,1.0,考试,靳小燕* ,1-8周,5,4,东校区,东教一楼,DQ105,5,5
计算机与信息技术学院,85L073T,大学计算机基础,12,1.0,考试,靳小燕* ,1-8周,3,4,东校区,东教一楼,DQ105,5,5
计算机与信息技术学院,85L073T,大学计算机基础,13,1.0,考试,安高云* ,9-16周,3,4,东校区,东教一楼,DQ104,5,5
计算机与信息技术学院,85L073T,大学计算机基础,13,1.0,考试,安高云* ,9-16周,5,4,东校区,东教一楼,DQ104,5,5
计算机与信息技术学院,85L073T,大学计算机基础,14,1.0,考试,张骏温* ,1-8周,5,4,东校区,东教一楼,DQ203,5,5
计算机与信息技术学院,85L073T,大学计算机基础,14,1.0,考试,张骏温* ,1-8周,3,4,东校区,东教一楼,DQ203,5,5
计算机与信息技术学院,85L073T,大学计算机基础,15,1.0,考试,关长林* ,1-8周,3,4,东校区,东教一楼,DQ210,5,5
计算机与信息技术学院,85L073T,大学计算机基础,15,1.0,考试,关长林* ,1-8周,5,4,东校区,东教一楼,DQ210,5,5
计算机与信息技术学院,85L073T,大学计算机基础,16,1.0,考试,张梅1* ,9-16周,1,4,东校区,东教一楼,DQ105,5,5
计算机与信息技术学院,85L073T,大学计算机基础,16,1.0,考试,张梅1* ,9-16周,3,5,东校区,东教一楼,DQ105,5,5
计算机与信息技术学院,85L073T,大学计算机基础,17,1.0,考试,黄宇* ,9-16周,1,4,东校区,东教一楼,DQ302,5,5
计算机与信息技术学院,85L073T,大学计算机基础,17,1.0,考试,黄宇* ,9-16周,3,5,东校区,东教一楼,DQ302,5,5
计算机与信息技术学院,85L073T,大学计算机基础,18,1.0,考试,周筱来* ,1-8周,1,4,东校区,东教一楼,DQ306,5,5
计算机与信息技术学院,85L073T,大学计算机基础,18,1.0,考试,周筱来* ,1-8周,3,5,东校区,东教一楼,DQ306,5,5
计算机与信息技术学院,85L073T,大学计算机基础,19,1.0,考试,金一* ,1-8周,5,4,东校区,东教一楼,DQ216,5,5
计算机与信息技术学院,85L073T,大学计算机基础,19,1.0,考试,金一* ,1-8周,3,4,东校区,东教一楼,DQ216,5,5
计算机与信息技术学院,85L073T,大学计算机基础,20,1.0,考试,许宏丽* ,9-16周,3,5,东校区,东教一楼,DQ308,5,5
计算机与信息技术学院,85L073T,大学计算机基础,20,1.0,考试,许宏丽* ,9-16周,1,4,东校区,东教一楼,DQ308,5,5
计算机与信息技术学院,85L073T,大学计算机基础,21,1.0,考试,李浥东* ,9-16周,3,5,东校区,东教一楼,DQ106,5,5
计算机与信息技术学院,85L073T,大学计算机基础,21,1.0,考试,李浥东* ,9-16周,1,4,东校区,东教一楼,DQ106,5,5
计算机与信息技术学院,85L073T,大学计算机基础,22,1.0,考试,鲍志斌* ,1-8周,1,4,东校区,东教一楼,DQ404,5,5
计算机与信息技术学院,85L073T,大学计算机基础,22,1.0,考试,鲍志斌* ,1-8周,3,5,东校区,东教一楼,DQ404,5,5
计算机与信息技术学院,85L073T,大学计算机基础,23,1.0,考试,王冰* ,1-8周,3,4,东校区,东教一楼,DQ106,5,5
计算机与信息技术学院,85L073T,大学计算机基础,23,1.0,考试,王冰* ,1-8周,5,4,东校区,东教一楼,DQ106,5,5
计算机与信息技术学院,85L073T,大学计算机基础,24,1.0,考试,陈连坤* ,9-16周,3,5,东校区,东教一楼,DQ303,5,5
计算机与信息技术学院,85L073T,大学计算机基础,24,1.0,考试,陈连坤* ,9-16周,1,4,东校区,东教一楼,DQ303,5,5
计算机与信息技术学院,85L073T,大学计算机基础,25,1.0,考试,王移芝* ,1-8周,5,4,东校区,东教一楼,DQ305,5,5
计算机与信息技术学院,85L073T,大学计算机基础,25,1.0,考试,王移芝* ,1-8周,3,4,东校区,东教一楼,DQ305,5,5
计算机与信息技术学院,85L073T,大学计算机基础,26,1.0,考试,何平1* ,9-16周,1,4,东校区,东教一楼,DQ314,5,5
计算机与信息技术学院,85L073T,大学计算机基础,26,1.0,考试,何平1* ,9-16周,3,5,东校区,东教一楼,DQ314,5,5
计算机与信息技术学院,85L073T,大学计算机基础,27,1.0,考试,陈杰* ,9-16周,5,4,东校区,东教一楼,DQ216,5,5
计算机与信息技术学院,85L073T,大学计算机基础,27,1.0,考试,陈杰* ,9-16周,3,4,东校区,东教一楼,DQ216,5,5
计算机与信息技术学院,85L073T,大学计算机基础,28,1.0,考试,靳小燕* ,1-8周,1,2,主校区,思源西楼,SX503,5,5
计算机与信息技术学院,85L073T,大学计算机基础,28,1.0,考试,靳小燕* ,1-8周,3,1,主校区,思源西楼,SX503,5,5
计算机与信息技术学院,85L073T,大学计算机基础,29,1.0,考试,鲍志斌* ,1-8周,3,4,东校区,东教一楼,DQ302,5,5
计算机与信息技术学院,85L073T,大学计算机基础,29,1.0,考试,鲍志斌* ,1-8周,5,4,东校区,东教一楼,DQ302,5,5
计算机与信息技术学院,85L073T,大学计算机基础,30,1.0,考试,李会霞* ,1-8周,5,4,东校区,东教一楼,DQ306,5,5
计算机与信息技术学院,85L073T,大学计算机基础,30,1.0,考试,李会霞* ,1-8周,3,4,东校区,东教一楼,DQ306,5,5
计算机与信息技术学院,85L073T,大学计算机基础,31,1.0,考试,魏慧琴* ,9-16周,3,5,东校区,东教一楼,DQ309,5,5
计算机与信息技术学院,85L073T,大学计算机基础,31,1.0,考试,魏慧琴* ,9-16周,1,4,东校区,东教一楼,DQ309,5,5
计算机与信息技术学院,85L073T,大学计算机基础,32,1.0,考试,李歆丽* ,9-16周,3,4,东校区,东教一楼,DQ203,5,5
计算机与信息技术学院,85L073T,大学计算机基础,32,1.0,考试,李歆丽* ,9-16周,5,4,东校区,东教一楼,DQ203,5,5
计算机与信息技术学院,85L073T,大学计算机基础,33,1.0,考试,许宏丽* ,9-16周,3,4,东校区,东教一楼,DQ205,5,5
计算机与信息技术学院,85L073T,大学计算机基础,33,1.0,考试,许宏丽* ,9-16周,5,4,东校区,东教一楼,DQ205,5,5
计算机与信息技术学院,85L073T,大学计算机基础,34,1.0,考试,黄宇* ,9-16周,3,4,东校区,东教一楼,DQ306,5,5
计算机与信息技术学院,85L073T,大学计算机基础,34,1.0,考试,黄宇* ,9-16周,5,4,东校区,东教一楼,DQ306,5,5
计算机与信息技术学院,85L073T,大学计算机基础,35,1.0,考试,王移芝* ,9-16周,3,5,东校区,东教一楼,DQ402,5,5
计算机与信息技术学院,85L073T,大学计算机基础,35,1.0,考试,王移芝* ,9-16周,1,4,东校区,东教一楼,DQ402,5,5
计算机与信息技术学院,85L073T,大学计算机基础,36,1.0,考试,王移芝* ,9-16周,3,4,东校区,东教一楼,DQ210,5,5
计算机与信息技术学院,85L073T,大学计算机基础,36,1.0,考试,王移芝* ,9-16周,5,4,东校区,东教一楼,DQ210,5,5
计算机与信息技术学院,85L073T,大学计算机基础,37,1.0,考试,周筱来* ,1-8周,4,4,东校区,东教一楼,DQ403,5,5
计算机与信息技术学院,85L073T,大学计算机基础,37,1.0,考试,周筱来* ,1-8周,1,1,东校区,东教一楼,DQ103,5,5
计算机与信息技术学院,85L073T,大学计算机基础,38,1.0,考试,张和平* ,9-16周,5,4,东校区,东教一楼,DQ106,5,5
计算机与信息技术学院,85L073T,大学计算机基础,38,1.0,考试,张和平* ,9-16周,3,4,东校区,东教一楼,DQ106,5,5
计算机与信息技术学院,85L073T,大学计算机基础,39,1.0,考试,郭祎华* ,9-16周,5,4,东校区,东教一楼,DQ303,5,5
计算机与信息技术学院,85L073T,大学计算机基础,39,1.0,考试,郭祎华* ,9-16周,3,4,东校区,东教一楼,DQ303,5,5
计算机与信息技术学院,85L073T,大学计算机基础,40,1.0,考试,周洪利* ,9-16周,3,5,东校区,东教一楼,DQ305,5,5
计算机与信息技术学院,85L073T,大学计算机基础,40,1.0,考试,周洪利* ,9-16周,1,4,东校区,东教一楼,DQ305,5,5
计算机与信息技术学院,85L073T,大学计算机基础,41,1.0,考试,方维维* ,9-16周,3,4,东校区,东教一楼,DQ305,5,5
计算机与信息技术学院,85L073T,大学计算机基础,41,1.0,考试,方维维* ,9-16周,5,4,东校区,东教一楼,DQ305,5,5
计算机与信息技术学院,85L130Q,数据结构(B),01,3.0,考试,刘红璐* ,"1,3,5,7,9,11,13,15周",4,4,主校区,机械楼,Z301,35,11
计算机与信息技术学院,85L130Q,数据结构(B),01,3.0,考试,刘红璐* ,1-16周,1,2,主校区,机械楼,Z301,35,11
计算机与信息技术学院,85L130Q,数据结构(B),02,3.0,考试,张秋艳1* ,"1,3,5,7,9,11,13,15周",3,4,主校区,逸夫教学楼,YF208,35,1
计算机与信息技术学院,85L130Q,数据结构(B),02,3.0,考试,张秋艳1* ,1-16周,1,2,主校区,逸夫教学楼,YF204,35,1
计算机与信息技术学院,85S022T,网页设计与制作,01,2.0,考试,黄宇* ,5-14周上,6,4,主校区,思源楼,SY109,50,0
计算机与信息技术学院,85S023T,微机组装、维修与升级,01,1.0,考试,时庆国* ,1-8周,1,6,主校区,逸夫教学楼,YF101机房,30,0
计算机与信息技术学院,85S023T,微机组装、维修与升级,02,1.0,考试,刘万成* ,1-8周,2,6,主校区,逸夫教学楼,YF601,50,0
计算机与信息技术学院,85S027T,计算机硬件实验,01,1.0,考试,周洪利* ,1-8周,1,6,主校区,逸夫教学楼,YF304,40,2
电气工程学院,90L001H,可持续交通能源发展路线图,01,1.0,考查,姜久春* ,5-12周上,5,6,主校区,思源楼,SY107,140,140
电气工程学院,90L003T,电工基础知识与应用,01,2.0,考试,吕刚* ,1-16周,1,6,主校区,逸夫教学楼,YF609,70,14
电气工程学院,90L008T,电子技术与实践,01,2.0,考试,吕刚* ,1-16周,2,6,主校区,逸夫教学楼,YF312,70,64
电气工程学院,90L102Q,电测与计量,01,2.0,考试,姜学东* ,1-8周,2,2,主校区,逸夫教学楼,YF205,94,0
电气工程学院,90L102Q,电测与计量,01,2.0,考试,姜学东* ,1-8周,4,2,主校区,逸夫教学楼,YF205,94,0
电气工程学院,90L102Q,电测与计量,02,2.0,考试,曾国宏* ,1-8周,4,2,主校区,逸夫教学楼,YF305,90,0
电气工程学院,90L102Q,电测与计量,02,2.0,考试,曾国宏* ,1-8周,2,2,主校区,逸夫教学楼,YF305,90,0
电气工程学院,90L102Q,电测与计量,03,2.0,考试,李景新* ,1-8周,2,2,主校区,逸夫教学楼,YF406,90,42
电气工程学院,90L102Q,电测与计量,03,2.0,考试,李景新* ,1-8周,4,2,主校区,逸夫教学楼,YF406,90,42
电气工程学院,90L102Q,电测与计量,04,2.0,考试,秦芳* ,1-8周,4,2,主校区,逸夫教学楼,YF505,90,4
电气工程学院,90L102Q,电测与计量,04,2.0,考试,秦芳* ,1-8周,2,2,主校区,逸夫教学楼,YF505,90,4
电气工程学院,90L115Q,管理信息系统(B),01,2.0,考试,张洪和* ,1-8周,3,4,主校区,逸夫教学楼,YF513,80,56
电气工程学院,90L115Q,管理信息系统(B),01,2.0,考试,张洪和* ,1-8周,5,4,主校区,逸夫教学楼,YF513,80,56
电气工程学院,90L124Q,计算机网络与通信技术,01,3.0,考试,胡小刚* ,1-16周,2,4,主校区,逸夫教学楼,YF508,71,0
电气工程学院,90L124Q,计算机网络与通信技术,01,3.0,考试,胡小刚* ,"1,3,5,7,9,11,13,15周",5,1,主校区,逸夫教学楼,YF403,71,0
电气工程学院,90L124Q,计算机网络与通信技术,02,3.0,考试,黄彧* ,"1,3,5,7,9,11,13,15周",5,1,主校区,思源西楼,SX404,70,1
电气工程学院,90L124Q,计算机网络与通信技术,02,3.0,考试,黄彧* ,1-16周,2,4,主校区,思源西楼,SX404,70,1
电气工程学院,90L124Q,计算机网络与通信技术,03,3.0,考试,张洪和* ,1-16周,2,4,主校区,逸夫教学楼,YF东705,70,43
电气工程学院,90L124Q,计算机网络与通信技术,03,3.0,考试,张洪和* ,"1,3,5,7,9,11,13,15周",5,1,主校区,逸夫教学楼,YF东705,70,43
电气工程学院,90L124Q,计算机网络与通信技术,04,3.0,考试,王保华* ,"1,3,5,7,9,11,13,15周",5,1,主校区,逸夫教学楼,YF505,71,0
电气工程学院,90L124Q,计算机网络与通信技术,04,3.0,考试,王保华* ,1-16周,2,4,主校区,逸夫教学楼,YF414,71,0
电气工程学院,90L124Q,计算机网络与通信技术,05,3.0,考试,刘彪* ,"1,3,5,7,9,11,13,15周",5,1,主校区,思源楼,SY101,70,45
电气工程学院,90L124Q,计算机网络与通信技术,05,3.0,考试,刘彪* ,1-16周,2,4,主校区,逸夫教学楼,YF415,70,45
电气工程学院,90L126Q,电机学,01,5.0,考试,范瑜* ,1-16周,5,2,主校区,逸夫教学楼,YF603,70,0
电气工程学院,90L126Q,电机学,01,5.0,考试,范瑜* ,1-12周上,3,1,主校区,逸夫教学楼,YF603,70,0
电气工程学院,90L126Q,电机学,01,5.0,考试,范瑜* ,1-16周,1,2,主校区,逸夫教学楼,YF603,70,0
电气工程学院,90L126Q,电机学,02,5.0,考试,李伟力* ,1-16周,5,2,主校区,逸夫教学楼,YF514,70,39
电气工程学院,90L126Q,电机学,02,5.0,考试,李伟力* ,1-12周上,3,1,主校区,逸夫教学楼,YF514,70,39
电气工程学院,90L126Q,电机学,02,5.0,考试,李伟力* ,1-16周,1,2,主校区,逸夫教学楼,YF514,70,39
电气工程学院,90L126Q,电机学,03,5.0,考试,刘慧娟* ,1-16周,5,2,主校区,逸夫教学楼,YF513,70,0
电气工程学院,90L126Q,电机学,03,5.0,考试,刘慧娟* ,1-16周,1,2,主校区,逸夫教学楼,YF513,70,0
电气工程学院,90L126Q,电机学,03,5.0,考试,刘慧娟* ,1-12周上,3,1,主校区,逸夫教学楼,YF513,70,0
电气工程学院,90L126Q,电机学,04,5.0,考试,张威* ,1-12周上,3,1,主校区,逸夫教学楼,YF615,72,0
电气工程学院,90L126Q,电机学,04,5.0,考试,张威* ,1-16周,1,2,主校区,逸夫教学楼,YF615,72,0
电气工程学院,90L126Q,电机学,04,5.0,考试,张威* ,1-16周,5,2,主校区,逸夫教学楼,YF615,72,0
电气工程学院,90L126Q,电机学,05,5.0,考试,郭芳* ,1-12周上,3,1,主校区,逸夫教学楼,YF614,70,19
电气工程学院,90L126Q,电机学,05,5.0,考试,郭芳* ,1-16周,1,2,主校区,逸夫教学楼,YF614,70,19
电气工程学院,90L126Q,电机学,05,5.0,考试,郭芳* ,1-16周,5,2,主校区,逸夫教学楼,YF614,70,19
电气工程学院,90L126Q,电机学,06,5.0,考试,刘瑞芳* ,1-12周上,3,1,主校区,逸夫教学楼,YF613,70,45
电气工程学院,90L126Q,电机学,06,5.0,考试,刘瑞芳* ,1-16周,5,2,主校区,逸夫教学楼,YF613,70,45
电气工程学院,90L126Q,电机学,06,5.0,考试,刘瑞芳* ,1-16周,1,2,主校区,逸夫教学楼,YF613,70,45
电气工程学院,90L130Q,配网自动化与电能质量,01,2.0,考试,王小君* ,1-8周,4,2,主校区,逸夫教学楼,YF614,80,0
电气工程学院,90L130Q,配网自动化与电能质量,01,2.0,考试,王小君* ,1-8周,2,2,主校区,逸夫教学楼,YF614,80,0
电气工程学院,90L130Q,配网自动化与电能质量,02,2.0,考试,刘平竹* ,1-8周,2,2,主校区,逸夫教学楼,YF615,80,0
电气工程学院,90L130Q,配网自动化与电能质量,02,2.0,考试,刘平竹* ,1-8周,4,2,主校区,逸夫教学楼,YF615,80,0
电气工程学院,90L132Q,交流调速技术,01,2.0,考试,吴学智* ,1-8周,1,2,主校区,思源楼,SY308,70,51
电气工程学院,90L132Q,交流调速技术,01,2.0,考试,吴学智* ,1-8周,4,4,主校区,逸夫教学楼,YF312,70,51
电气工程学院,90L132Q,交流调速技术,02,2.0,考试,刁利军* ,1-8周,1,2,主校区,思源楼,SY309,70,44
电气工程学院,90L132Q,交流调速技术,02,2.0,考试,刁利军* ,1-8周,4,4,主校区,逸夫教学楼,YF313,70,44
